ds,y,y_next,nhits_h1,nhits_h2,nhits_h3,nhits_h4,nhits_h5,vol_garch,macd,rsi,precio_min_ventana,precio_max_ventana,copper_ret_1d,copper_mom_5d,dias_desde_refit
2022-06-23,889.760009765625,903.530029296875,877.882,875.1819,873.08466,869.25903,864.1433,0.011419465148852006,5.823605390202097,79.71611393869071,778.530029296875,889.760009765625,-0.05007527019268089,-0.08596787216867789,4
2022-06-24,903.530029296875,917.3699951171876,875.1819,873.08466,869.25903,864.1433,862.226,0.011724831659311784,6.5267866226081015,82.48101463924698,778.530029296875,903.530029296875,0.00039898684129586245,-0.06409457078601756,5
2022-06-27,917.3699951171876,920.0900268554688,900.3696,907.369,900.16077,886.3024,891.7504,0.011989231879121702,7.435497759137309,82.8329151127342,778.530029296875,917.3699951171876,0.005040481110548134,-0.05936524813098821,1
2022-06-28,920.0900268554688,910.6799926757812,907.369,900.16077,886.3024,891.7504,894.60785,0.01160501370882171,7.698799700082773,82.88725517988648,786.9099731445312,920.0900268554688,0.0013221940432880405,-0.06406141162189975,2
2022-06-29,910.6799926757812,926.2999877929688,900.16077,886.3024,891.7504,894.60785,901.58203,0.011543860763030801,6.752109347397539,79.51681116642916,799.4099731445312,920.0900268554688,-0.0013221940432880527,-0.043654282616796554,3
2022-06-30,926.2999877929688,916.25,886.3024,891.7504,894.60785,901.58203,901.6435,0.011987879578410365,6.678614911130435,80.88816042975748,805.3499755859375,926.2999877929688,-0.017215369716929715,-0.01170683719890485,4
2022-07-01,916.25,932.0800170898438,891.7504,894.60785,901.58203,901.6435,879.5729,0.011941640233621204,5.502855204558156,73.37310036467618,805.3499755859375,926.2999877929688,-0.02604633327227293,-0.03750000871876455,5
2022-07-04,932.0800170898438,928.25,910.90155,925.4353,915.3791,906.7644,902.8165,0.012357826799070291,5.336911578741269,72.93452288558375,805.3499755859375,932.0800170898438,0.0,-0.04233926540706707,1
2022-07-05,928.25,952.7999877929688,925.4353,915.3791,906.7644,902.8165,905.04504,0.011992263352469714,4.545778795070248,69.96590471688833,805.3499755859375,932.0800170898438,-0.05509627519484512,-0.09487314354525148,2
2022-07-06,952.7999877929688,969.5,915.3791,906.7644,902.8165,905.04504,905.8068,0.013425090625563255,5.20504690835255,79.70503816862893,805.3499755859375,952.7999877929688,-0.002045878120812058,-0.09552793248066674,3
2022-07-07,969.5,951.280029296875,906.7644,902.8165,905.04504,905.8068,914.9602,0.013726792869417168,6.226007823326217,80.50153890465305,811.3099975585938,969.5,0.04686572875972961,-0.03567100148385011,4
2022-07-08,951.280029296875,973.6099853515624,902.8165,905.04504,905.8068,914.9602,911.4363,0.014182775125111196,5.17744825992478,71.15689512941553,811.3099975585938,969.5,-0.014057007328479318,-0.02403976076187497,5
2022-07-11,973.6099853515624,993.2999877929688,948.02905,958.9268,940.1845,934.1102,940.43994,0.014974896623886236,5.462721720714882,73.48104055878856,811.3099975585938,973.6099853515624,-0.027119838109684272,-0.050151964670569295,1
