ds,y,y_next,nhits_h1,nhits_h2,nhits_h3,vol_garch,macd,rsi,precio_min_ventana,precio_max_ventana,copper_ret_1d,copper_mom_5d,dias_desde_refit
2022-08-26,898.0,892.6500244140625,950.88995,969.6796,982.2622,0.0207793140415712,2.5047941782217604,44.10138846931081,811.3099975585938,1050.260009765625,0.00026944961898488136,0.007601432750977542,3
2022-08-29,892.6500244140625,882.010009765625,969.6796,982.2622,980.75256,0.020057360050917995,0.9602041979494658,46.00538795328914,821.25,1050.260009765625,-0.023168122718755138,-0.011987508048778482,4
2022-08-30,882.010009765625,889.9500122070312,982.2622,980.75256,999.34827,0.019578636632832155,-0.6879276623701909,43.68158145297699,821.25,1050.260009765625,-0.022729784336666843,-0.0430557120735055,5
2022-08-31,889.9500122070312,896.5,900.2069,888.0598,885.9982,0.018981918623308933,-1.127258560975159,50.89771521911948,821.25,1050.260009765625,-0.007503393602892206,-0.0387925032159316,1
2022-09-01,896.5,896.5700073242188,888.0598,885.9982,883.3036,0.018356737093032795,-0.8720442207330805,53.69206400922108,826.0,1050.260009765625,-0.03000371904235822,-0.07977361640278688,2
2022-09-02,896.5700073242188,878.219970703125,885.9982,883.3036,906.12164,0.017644441749594095,-0.6064307877201882,56.889751892919094,844.1300048828125,1050.260009765625,0.0020479730731946338,-0.0781355159281152,3
2022-09-05,878.219970703125,881.25,883.3036,906.12164,911.347,0.017923249655095508,-1.5223652934616112,49.31742501862891,856.52001953125,1050.260009765625,0.0,-0.05652831376030598,4
2022-09-06,881.25,892.5,906.12164,911.347,913.3776,0.01725179721280436,-1.762960718926598,50.07340417600945,856.52001953125,1050.260009765625,0.013787355194825272,-0.02143863852435258,5
2022-09-07,892.5,883.530029296875,883.3686,892.65936,899.10675,0.01694136919728643,-1.039056811586856,48.60977580361326,856.52001953125,1050.260009765625,-0.008976500708669724,-0.02287910297967991,1
2022-09-08,883.530029296875,881.75,892.65936,899.10675,891.06586,0.016529972743818934,-1.0365947190013536,33.954049717641084,866.5999755859375,1050.260009765625,0.028106252131502352,0.03558354527065715,2
2022-09-09,881.75,904.97998046875,899.10675,891.06586,893.8046,0.01589258342032243,-1.02523957363596,25.926219664181644,873.5,1050.260009765625,0.012645967498656327,0.04661701697555643,3
2022-09-12,904.97998046875,897.8499755859375,891.06586,893.8046,904.49255,0.0168938242756636,0.5895114331132598,38.864533905814774,873.5,1050.260009765625,0.012350083783838168,0.05962297183065138,4
2022-09-13,897.8499755859375,917.010009765625,893.8046,904.49255,915.797,0.016394315970214915,1.1857450323375254,43.025010990027994,873.5,1050.260009765625,-0.012350083783838062,0.032285957132354604,5
2022-09-14,917.010009765625,919.9500122070312,901.691,907.7701,903.99774,0.016799988467413988,2.7874024238494632,48.661025705387715,875.260009765625,1050.260009765625,-0.009962910990771172,0.03126820169490785,1
