unique_id,ds,cutoff,y,AutoARIMA,AutoARIMA-lo-90,AutoARIMA-lo-80,AutoARIMA-hi-80,AutoARIMA-hi-90,Naive,Naive-lo-80,Naive-lo-90,Naive-hi-80,Naive-hi-90,NBEATS-median,NBEATS-lo-90,NBEATS-lo-80,NBEATS-hi-80,NBEATS-hi-90,NHITS-median,NHITS-lo-90,NHITS-lo-80,NHITS-hi-80,NHITS-hi-90
USDCLP,2026-04-26,2026-04-12,894.469970703125,891.5047508418087,863.0372516117604,869.3249242556437,913.6845774279736,919.9722500718569,891.6199951171875,868.0720998581478,861.3965987551027,915.1678903762272,921.8433914792723,917.5317,910.1567,909.95325,918.8802,921.17316,915.63385,900.085,902.98914,925.9446,929.2564
USDCLP,2026-05-03,2026-04-12,900.469970703125,890.6936108539812,856.0926529670302,863.7350347090942,917.6521869988683,925.2945687409323,891.6199951171875,862.7798311666123,854.6040454266889,920.4601590677627,928.6359448076861,935.58344,928.2897,930.3916,934.7762,937.70483,932.3374,918.6184,921.2258,936.3744,936.7763
USDCLP,2026-05-10,2026-05-03,890.469970703125,902.8896937456273,881.7496449611749,886.4188891880109,919.3604983032436,924.0297425300796,900.469970703125,883.8405522980445,879.1263432494247,917.0993891082055,921.8135981568253,920.7656,919.4988,919.7935,921.81616,923.4376,885.2035,884.37726,884.4934,895.5036,899.01324
USDCLP,2026-05-17,2026-05-03,894.2999877929688,904.6305095394965,876.1789672662277,882.4631154656275,926.7979036133655,933.0820518127654,900.469970703125,876.9524216602834,870.2855232878634,923.9875197459666,930.6544181183866,899.68726,899.98065,899.71246,900.3238,900.7065,888.3277,886.4809,885.6311,893.41675,898.27576
USDCLP,2026-05-24,2026-05-03,898.3400268554688,906.0686204368099,871.4879980712647,879.1258882666491,933.0113526069706,940.649242802355,900.469970703125,871.6669731252045,863.5017235354943,929.2729682810455,937.4382178707557,902.2982,900.9007,901.0387,902.64484,903.0538,916.10126,910.57874,915.2166,918.1991,918.5669
USDCLP,2026-05-31,2026-05-24,890.969970703125,895.5166104472257,874.4008881034681,879.0647593014179,911.9684615930336,916.6323327909834,898.3400268554688,881.7322313805208,877.0241521321386,914.9478223304167,919.6559015787989,895.493,894.2101,895.2194,896.17035,896.47797,894.35895,891.2766,891.55743,895.1742,896.371
USDCLP,2026-06-07,2026-05-24,895.6300048828125,894.9526273146647,866.5437804255855,872.8184984113575,917.0867562179719,923.3614742037439,898.3400268554688,874.8530572536789,868.1948277278894,921.8269964572586,928.485225983048,892.0943,890.9167,891.71564,893.1094,893.5817,889.2794,888.91406,888.89496,891.4246,893.9919
USDCLP,2026-06-14,2026-05-24,906.02001953125,893.0698305934185,858.5525927948161,866.1764831160144,919.9631780708226,927.5870683920209,898.3400268554688,869.5744812911465,861.4198488268878,927.105572419791,935.2602048840497,878.2587,876.541,877.3145,879.01715,879.3325,872.70294,872.93463,871.3721,874.4913,877.0287
USDCLP,2026-06-21,2026-06-14,900.1799926757812,905.5173225930581,884.4230189422304,889.082159351272,921.9524858348442,926.6116262438858,906.02001953125,889.4306659265723,884.727814692158,922.6093731359277,927.312224370342,912.39154,912.76337,912.2374,912.72797,913.1284,905.7933,905.5764,906.18994,904.8455,905.4675
USDCLP,2026-06-28,2026-06-14,919.8300170898438,906.948395458121,878.5663685793952,884.8351627766375,929.0616281396045,935.3304223368468,906.02001953125,882.5591306725117,875.9082946749801,929.4809083899883,936.1317443875199,918.64087,918.3239,918.5678,919.4,919.6769,907.8483,905.9728,905.9011,908.4777,910.1213
USDCLP,2026-07-05,2026-06-14,924.739990234375,909.006588795237,874.5321405344124,882.1465798460945,935.8665977443795,943.4810370560616,906.02001953125,877.2864162232222,869.1408389447787,934.7536228392778,942.8992001177213,926.7377,926.7471,926.7484,928.0331,927.435,916.6587,917.4029,915.75476,916.2141,916.5717
USDCLP,2026-07-12,2026-07-05,926.9600219726562,923.9739178245197,902.8893576033153,907.5463459618586,940.4014896871809,945.0584780457242,924.739990234375,908.1539923211122,903.4520923785861,941.3259881476378,946.0278880901639,925.83484,926.2304,926.7184,926.7354,927.1691,915.86584,916.0892,915.35406,915.9905,916.348
USDCLP,2026-07-19,2026-07-05,924.1300048828124,924.9108800924886,896.5505872218273,902.8145809858863,947.0071791990908,953.2711729631499,924.739990234375,901.283847039947,894.6343563723053,948.196133428803,954.8456240964447,912.7482,912.59735,913.0287,913.2046,913.4122,911.6089,911.5724,911.02466,913.3194,914.52136
USDCLP,2026-07-26,2026-07-05,941.8900146484376,922.0882720032849,887.6305828838837,895.2413205709794,948.9352234355905,956.5459611226862,924.739990234375,896.0121991543726,887.8682695618122,953.4677813143774,961.6117109069378,914.0744,914.82715,914.21405,914.6439,915.5191,913.8519,913.7194,913.2573,914.50415,914.3156
USDCLP,2026-08-02,2026-07-26,925.0499877929688,939.4098203554264,918.3288193241248,922.9850215573817,955.8346191534711,960.490821386728,941.8900146484376,925.3139987096772,920.6149285182208,958.466030587198,963.1651007786544,946.38605,945.8909,946.4931,946.8693,946.9808,953.6532,951.71216,952.70776,955.4878,955.2555
USDCLP,2026-08-09,2026-07-26,915.3800048828124,938.3333815573462,909.9856530047273,916.246871663105,960.4198914515874,966.6811101099652,941.8900146484376,918.44798809773,911.8024993024293,965.3320411991452,971.977529994446,945.5491,945.11945,945.3484,945.64526,945.5991,953.0386,951.84674,951.92114,953.7613,954.2954
USDCLP,2026-08-16,2026-07-26,914.0,941.0482015001159,906.6061503844452,914.2134340748456,967.8829689253861,975.4902526157865,941.8900146484376,913.179512855433,905.0404845354982,970.6005164414422,978.739544761377,957.46655,957.1502,957.31445,957.8259,957.7386,965.23444,965.54926,966.2243,966.4361,966.9533
USDCLP,2026-08-23,2026-08-16,922.27001953125,914.1321113987975,892.9517367110993,897.6298877996385,930.6343349979566,935.3124860864957,914.0,897.4310076128515,892.7339285006834,930.5689923871485,935.2660714993166,923.9425,923.25714,924.0485,924.19165,924.3756,932.20197,930.85736,932.3929,934.465,934.12305
USDCLP,2026-08-30,2026-08-16,922.6699829101562,914.1194640365239,885.5636401362059,891.870821224036,936.3681068490118,942.675287936842,914.0,890.567906251238,883.9252332672705,937.432093748762,944.0747667327295,918.5819,917.9039,918.3419,919.2169,919.0279,929.26886,927.72894,928.884,931.73553,929.8095
USDCLP,2026-09-06,2026-08-16,932.6400146484376,914.1206748008784,879.6281376104499,887.2465722596538,940.994777342103,948.6132119913069,914.0,885.3016633552369,877.1660836857912,942.6983366447631,950.8339163142088,914.1646,913.4264,913.85547,914.1644,913.87286,925.8587,925.0179,925.9518,927.7321,928.08405
